product_name,brand,category,subcategory,size,mrp,discount_pct,selling_price,price_per_unit,stock,rating,review_count,source,search_category
Wowper Fresh Baby Diaper Pants | Extra Large (XL) Size - 112 Pieces 14-17 Kg | Pack of 2 | Wetness Indicator | Upto 12 Hrs Absorption,Wowper,Diapering,Baby Diapers,XL,2058.0,52.0,987.84,8.82,756,4.05,1154,FirstCry,diapering
SuperBottoms Padded Underwear for 9-12M Babies | Potty Training Pants with Dry Feel Layer Inside | Assorted | Pack of 6 | Size 0,SuperBottoms,Diapering,Cloth Diapers/ Nappies,9-12M,1798.0,11.0,1598.06,0.0,67,3.63,56,FirstCry,diapering
Teddyy Baby Easy Tape Diapers Large 60 Diapers (Pack of 1)  9-13 kgs,Teddyy,Diapering,Baby Diapers,Large,750.0,15.0,639.0,10.65,65,3.67,163,FirstCry,diapering
Mamy Poko Pants Skin Breathe Care Small - 74 Pieces,MamyPoko,Diapering,Baby Diapers,Small,1249.0,43.0,707.93,9.57,1057,4.4,1737,FirstCry,diapering
MamyPoko Extra Absorb Pants Style Diapers New Born -Pack of 32,MamyPoko,Diapering,Baby Diapers,New Born,327.0,28.0,236.36,7.39,947,4.41,1381,FirstCry,diapering
"R for Rabbit Caramello Diaper Bag for Mother Stylish Travel Friendly Waterproof Maternity Bag, Multipurpose Durable Large Capacity Babies Diaper Backpack For Mom (Grey Black)(Logo Color May Vary)",R for Rabbit,Diapering,Diaper Bag & Backpacks,L 28 x B 20 x H 40 cm,2196.0,17.0,1824.0,0.0,265,4.47,21,FirstCry,diapering
"New Mamypoko Pants Premium All Night Absorb| Pant Style Baby Diapers Large Size(L), 40 Count, Ideal for 9-14Kgs",MamyPoko,Diapering,Baby Diapers,L,599.0,33.0,403.31,10.08,590,4.22,1619,FirstCry,diapering
Pampers Happy Sleep Pant Style Baby Diaper 1 Pampers 1 Night Sleep with Anti Rash Shield S -  60 Pieces,Pampers,Diapering,Baby Diapers,Small,560.0,14.0,481.6,8.03,248,4.09,26,FirstCry,diapering
Huggies Natural Soft Premium Baby Diaper Pants Extra Small - 76 Pieces,Huggies,Diapering,Baby Diapers,Extra Small,935.0,33.0,624.77,8.22,170,4.32,1666,FirstCry,diapering
Mee Mee Caring Baby Wet Wipes With Lid - 3 Packs Of 72 Pieces,Mee Mee,Diapering,Baby Wipes,216 Pieces,327.0,29.0,231.55,0.0,1975,4.27,1098,FirstCry,diapering
Babyhug Smart Dry Bed Protector Sheet Small - Navy,Babyhug,Diapering,Diaper Changing Pads/Mats,Small,189.0,38.0,117.18,0.0,6918,4.39,2274,FirstCry,diapering
Mother Sparsh Baby 98 % Water Based Wipes (Mild -Scented) - 80 Pieces,Mother Sparsh Baby,Diapering,Baby Wipes,80 Pieces,198.0,22.0,154.99,0.0,33043,4.37,501,FirstCry,diapering
Mamy Poko Pants Skin Breathe Care Small - 148 Pieces,MamyPoko,Diapering,Baby Diapers,Small,2349.0,43.0,1334.94,9.02,221,4.4,1737,FirstCry,diapering
Momcozy Health Care Baby Wipe Warmer - White,Momcozy,Diapering,Baby Wipes,L 25 x B 18 x H 11 cm,3999.0,7.0,3719.07,0.0,53,4.0,0,FirstCry,diapering
"Huggies Natural Soft Overnite Diaper Pants| Premium Pant Style Baby Diapers Medium Size (M Size | 7-12 Kgs) , 42 count| Keeps baby dry all night with cloud softness all over.",Huggies,Diapering,Baby Diapers,Medium,899.0,28.0,645.12,15.36,683,4.43,272,FirstCry,diapering
Mylo Baby Diaper Pants Medium (M) with ADL Technology 12 Hours Protection Pack of 4 - 152 Pieces,Mylo,Diapering,Baby Diapers,Medium,1868.0,28.0,1344.96,8.85,960,3.9,167,FirstCry,diapering
Mamy Poko Pants Skin Breathe Care XXL - 68 Pieces,MamyPoko,Diapering,Baby Diapers,XXL,2499.0,43.0,1420.43,20.89,200,4.4,1737,FirstCry,diapering
Bambo Nature Eco-friendly Extra Small Size Tape Diapers with Wetness Indicator XS - 22 Pieces,Bambo Nature,Diapering,Baby Diapers,XS,899.0,5.0,854.05,38.82,256,4.74,1,FirstCry,diapering
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | Newborn Size, 48 Diapers",Huggies,Diapering,Baby Diapers,New Born,466.0,26.0,345.03,7.19,6934,4.2,7501,FirstCry,diapering
Babyhug Muslin Cotton Reusable Velcro Printed Cloth Nappies Small Set of 12 - Multicolor,Babyhug,Diapering,Cloth Diapers/ Nappies,Small,1399.0,33.0,937.33,0.0,38,3.96,68,FirstCry,diapering
Babyoye Air Soft Premium Pant Style Diapers New Born - 70 Pieces | All Night Dryness | Prevents Diaper Rash | Upto 12 Hr Leakage Protection | Super Soft & Comfy | Quick Absorption,Babyoye,Diapering,Baby Diapers,New Born,1299.0,66.0,441.66,6.31,458,4.17,290,FirstCry,diapering
Huggies Natural Soft Premium Taped Diapers Large (L) 44 Pieces - Pack Of 2,Huggies,Diapering,Baby Diapers,L,1098.0,28.0,794.84,18.06,290,4.48,150,FirstCry,diapering
Mamy Poko Pants Skin Breathe Care XL - 40 Pieces,MamyPoko,Diapering,Baby Diapers,XL,1349.0,44.0,751.39,18.78,2517,4.4,1737,FirstCry,diapering
"LuvLap Pant Style Baby Diapers, Extra Large (XL), 12-17Kg, Pack of 2 (108 Pants), Aloe Vera Lotion, 12hr Protection, White",LuvLap,Diapering,Baby Diapers,XL,1898.0,31.0,1313.99,12.17,84,4.15,246,FirstCry,diapering
"New Mamypoko Pants Premium All Night Absorb| Pant Style Baby Diapers New Born Size(XS), 93 Count, Ideal for up to 5Kgs",MamyPoko,Diapering,Baby Diapers,NB,899.0,35.0,580.39,9.36,960,4.22,1619,FirstCry,diapering
"MamyPoko Pants Extra Absorb Baby Diapers, Small (S size) | 4-8 kg | 66 Count |Deep Sleep Diapers| Soft gentle fit |Deep Absorbent Crisscross | skin friendly with coconut oil |",MamyPoko,Diapering,Baby Diapers,Small,937.0,20.0,745.57,11.3,72,4.41,1381,FirstCry,diapering
"Babyhug Advanced Pant Style Diapers Extra Large (XL) Size   - 20 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,Extra Large,398.0,25.0,299.81,14.99,3230,4.1,17639,FirstCry,diapering
Huggies Natural Soft Premium Tape Diapers Small (S) Size 4-8 kgs 60 Count | Our No.1 Soft Taped Diaper with Cloud Soft Bed and Runny Poo Absorption Pack Of 2,Huggies,Diapering,Baby Diapers,Small,1098.0,32.0,745.43,12.42,195,4.48,150,FirstCry,diapering
Babyhug Pro Bubble Care Premium Tape Style Diaper (S) Small - 23 Pieces - New & Improved Superior Fit,Babyhug,Diapering,Baby Diapers,Small (S),439.0,26.0,326.48,14.19,20233,4.32,1895,FirstCry,diapering
Babyhug Free Size Reusable Cloth Diaper With Inserts & Contrast Flap Pack of 3 - Blue & Brown,Babyhug,Diapering,Cloth Diapers/ Nappies,3 to 24 M,1199.0,48.0,623.48,0.0,527,3.36,101,FirstCry,diapering
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | S Size, 56 Diapers",Huggies,Diapering,Baby Diapers,Small,795.0,43.0,449.18,8.02,111,4.2,7501,FirstCry,diapering
Babyhug Smart Dry Bed Protector Sheet Small - Saloman Rose,Babyhug,Diapering,Diaper Changing Pads/Mats,Small,189.0,38.0,117.18,0.0,980,4.39,2274,FirstCry,diapering
SuperBottoms Padded Underwear for 1-2Y Babies | Potty Training Pants with Dry Feel Layer Inside | Assorted | Pack of 6 | Size 1,SuperBottoms,Diapering,Cloth Diapers/ Nappies,1-2Y,1798.0,11.0,1598.06,0.0,175,3.63,56,FirstCry,diapering
Mamypoko Pants Premium All Night Absorb| Pant Style Baby Diapers All night Absorption|Wider Crisscross SheetGentle Coco Care 12hr Leakage Protection Prevents Heavine Large (L) - 124 Pieces,MamyPoko,Diapering,Baby Diapers,Large,1798.0,40.0,1074.84,8.67,16,4.22,1619,FirstCry,diapering
"Babyhug Advanced Pant Style Diapers New Born (NB) Size - 64 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,New Born,795.0,44.0,447.35,6.99,25151,4.1,17639,FirstCry,diapering
Mamypoko Pants Premium All Night Absorb| Pant Style Baby Diapers All night Absorption|Wider Crisscross SheetGentle Coco Care 12hr Leakage Protection Prevents Heaviness Medium (M) - 140 Pieces,MamyPoko,Diapering,Baby Diapers,Medium,1798.0,40.0,1074.84,7.68,23,4.22,1619,FirstCry,diapering
Bambo Nature Eco Friendly Small Tape Diapers with Wetness Indicator - 30 Pieces,Bambo Nature,Diapering,Baby Diapers,Small,1299.0,2.0,1273.02,42.43,167,4.36,1,FirstCry,diapering
Babyhug Smart Dry Bed Protector Sheet Small - Blue,Babyhug,Diapering,Diaper Changing Pads/Mats,Small,189.0,38.0,117.18,0.0,4502,4.39,2274,FirstCry,diapering
Bambo Nature Medium Size Tape Diapers with Wetness Indicator - 52 Pieces,Bambo Nature,Diapering,Baby Diapers,Medium,2390.0,3.0,2318.3,44.58,42,4.47,0,FirstCry,diapering
Bambo Nature ECO Pant Style Diapers Large - 40 Pieces,Bambo Nature,Diapering,Baby Diapers,Large,2390.0,3.0,2318.3,57.96,3,4.47,0,FirstCry,diapering
R for Rabbit Feather Diaper Tape Style Large -  46 Pieces,R for Rabbit,Diapering,Baby Diapers,Large,1296.0,23.0,998.05,21.7,301,4.37,123,FirstCry,diapering
Babyhug Smart Dry Bed Protector Sheet Small - Lilac,Babyhug,Diapering,Diaper Changing Pads/Mats,Small,189.0,38.0,117.18,0.0,7516,4.39,2274,FirstCry,diapering
Huggies Natural Soft Premium Baby Diaper Pants Small - 70 Pieces,Huggies,Diapering,Baby Diapers,Small,1299.0,39.0,794.86,11.36,1081,4.32,1666,FirstCry,diapering
Mother Sparsh Baby Plant Powered Natural Baby Wipes With Cucumber Extract - 60 Pieces,Mother Sparsh Baby,Diapering,Baby Wipes,60 Pieces,199.0,50.0,99.0,0.0,5957,4.46,142,FirstCry,diapering
Bambo Nature Eco Friendly Medium Size Tape Diapers with Wetness Indicator - 28 Pieces,Bambo Nature,Diapering,Baby Diapers,Medium,1299.0,2.0,1273.02,45.46,71,4.47,0,FirstCry,diapering
Bambo Nature Large Size Tape Diapers with Wetness Indicator - 24 Pieces,Bambo Nature,Diapering,Baby Diapers,Large,1299.0,2.0,1273.02,53.04,100,4.81,1,FirstCry,diapering
Bambo Nature Large Size Tape Diapers with Wetness Indicator - 48 Pieces,Bambo Nature,Diapering,Baby Diapers,Large,2590.0,3.0,2512.3,52.34,24,4.81,1,FirstCry,diapering
"LuvLap Unisex Supreme Diaper Pants XXL, 15-25kg, 46pcs, 360° Skin Care, Aloe Vera, 12hr Protection, 5 Layer Super Light Core, White",LuvLap,Diapering,Baby Diapers,XXL,1699.0,53.0,804.99,17.5,120,4.32,91,FirstCry,diapering
Mylo Baby Diaper Pants Extra Large (XL) Size with ADL Technology 12 Hours Protection Pack of 4 - 112 Pieces,Mylo,Diapering,Baby Diapers,Extra Large,1868.0,28.0,1344.96,12.12,327,3.9,167,FirstCry,diapering
Mamy Poko Pants Skin Breathe Care XL - 80 Pieces,MamyPoko,Diapering,Baby Diapers,XL,2649.0,44.0,1479.47,18.49,3663,4.4,1737,FirstCry,diapering
R for Rabbit Hilltop Step Stool Potty Trainer Seat Ladder Step Up Training Stool Non-Slip Steps Ladder Adjustable Foldable for Kids Baby 1 to 7 Years (Grey White),R for Rabbit,Diapering,Potty Training,L 45 x B 36 x H 53 cm,1899.0,20.0,1520.91,0.0,349,3.93,47,FirstCry,diapering
Bambo Nature Eco Friendly Tape Diapers with Wetness Indicator Large Size Pack of 6 - 144 Pieces,Bambo Nature,Diapering,Baby Diapers,Large,7794.0,5.0,7404.3,51.42,16,4.81,1,FirstCry,diapering
R for Rabbit Small S Size Premium Feather Diaper for Baby 5 to 9 kgs (26 Pack Offer),R for Rabbit,Diapering,Baby Diapers,Small,648.0,20.0,518.01,19.92,1424,4.45,905,FirstCry,diapering
Babyhug Teddy Buddy Potty Chair with Potty  Training Seat - Yellow| with Backrest| Removable Bowl| Splash Guard| Easy Clean Design,Babyhug,Diapering,Potty Training,L 37 x W 32 x H 27.5 cm,1395.0,46.0,753.3,0.0,224,4.38,98,FirstCry,diapering
"Huggies Natural Soft Premium Overnight pants XL28 Combo | Premium Pant Style Baby Diapers Extra large Size (XL Size | 12-17 Kgs), 56 count| Keeps baby dry all night with cloud softness all over",Huggies,Diapering,Baby Diapers,XL,1798.0,31.0,1245.12,22.23,38,4.43,272,FirstCry,diapering
Babyhug Smart Dry Bed Protector Sheet Small - Pink,Babyhug,Diapering,Diaper Changing Pads/Mats,Small,189.0,38.0,117.18,0.0,5384,4.39,2274,FirstCry,diapering
"LuvLap Disposable Baby Underpad & Changing Mats, 30 Count, 60x60 cm Waterproof, Breathable, Non-Slip Backsheet, Hypoallergenic Baby Bed Protector Pads",LuvLap,Diapering,Diaper Changing Pads/Mats,L 60 x B 60 cm,837.0,33.0,560.04,0.0,543,4.48,26,FirstCry,diapering
Babyhug Premium Potty Seat - Blue,Babyhug,Diapering,Potty Training,31 x 28 x 8.5 cm,745.0,33.0,499.15,0.0,1814,4.16,127,FirstCry,diapering
Huggies Natural Soft Premium Baby Diaper Pants Small - 140 Pieces,Huggies,Diapering,Baby Diapers,Small,2598.0,40.0,1561.4,11.15,188,4.32,1666,FirstCry,diapering
Babyhug Smart Dry Bed Protector Sheet Small - Plum,Babyhug,Diapering,Diaper Changing Pads/Mats,Small,189.0,38.0,117.18,0.0,3555,4.39,2274,FirstCry,diapering
Teddyy Baby Premium Taped Style Diapers New Born- 66 Pieces,Teddyy,Diapering,Baby Diapers,New Born (NB/XS),700.0,29.0,499.03,7.56,76,3.68,78,FirstCry,diapering
Babyhug Smart Dry Bed Protector Sheet Small - Orchid,Babyhug,Diapering,Diaper Changing Pads/Mats,Small,189.0,38.0,117.18,0.0,1591,4.39,2274,FirstCry,diapering
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | M Size, 36 Diapers",Huggies,Diapering,Baby Diapers,Medium,510.0,28.0,365.77,10.16,250,4.2,7501,FirstCry,diapering
Mustela Vitamin Barrier Cream 1 2 3 - 100 ml,Mustela,Diapering,Diaper Rash Cream,100 ml,990.0,22.0,772.2,0.0,65,4.6,18,FirstCry,diapering
Mee Mee Caring Baby Wet Wipes - 3 Packs Of 72 Pieces,Mee Mee,Diapering,Baby Wipes,216 Pieces,297.0,29.0,209.95,0.0,1318,4.27,1098,FirstCry,diapering
"LuvLap Pant Style Baby Diapers, X-Large (XL), 54 Count, Aloe Vera Lotion, 12hr Protection, White",LuvLap,Diapering,Baby Diapers,XL,949.0,30.0,664.96,12.31,29,4.15,246,FirstCry,diapering
"New Mamypoko Pants Premium All Night Absorb| Pant Style Baby Diapers Small Size(S), 56 Count, Ideal for 4-8Kgs",MamyPoko,Diapering,Baby Diapers,S,599.0,33.0,403.31,7.2,491,4.22,1619,FirstCry,diapering
R for Rabbit XL Size Premium Feather Diaper for Baby 12 to 17 kgs (24 Pack Offer),R for Rabbit,Diapering,Baby Diapers,Extra Large,693.0,17.0,577.48,24.06,632,4.45,905,FirstCry,diapering
"Mamypoko pants All night absorb Pant Style Baby Diapers with Wider  Crisscross Sheet,Gentle Coco Care,12hr Leakage Protection, Prevents Heaviness Extra Large Size(XL), 34 Pieces,12-17 Kgs",MamyPoko,Diapering,Baby Diapers,XL,562.0,26.0,417.51,12.28,48,4.19,264,FirstCry,diapering
Babyhug Disposable Diaper Changing Mat Medium Size Pack of 10 - Blue,Babyhug,Diapering,Diaper Changing Pads/Mats,L 60 x B 60 cm,349.0,38.0,216.38,0.0,490,4.43,8,FirstCry,diapering
"Little's Soft Cleansing Baby Wipes with Lid | 80 Wipes x Pack of 3 - 240 Wipes | Extra Thick & Moist Wet Wipes for Baby's | Prevents Rashes & Redness with Goodness of Aloe Vera, Vitamin E & Jojoba Oil",Little's,Diapering,Baby Wipes,Pack of 3,348.0,10.0,313.2,0.0,271,4.44,206,FirstCry,diapering
BABY FOREST Mulmul Baby Wipes Ultrasoft Water Based 3x Thicker & Softer Wipes Pack of 4 - 72 Wipes Each,BABY FOREST,Diapering,Baby Wipes,Pack Of 4,1596.0,37.0,1005.48,0.0,415,4.53,10,FirstCry,diapering
Mother Sparsh Baby 99 Percentage Pure Water Unscented Baby Wipes - 40 Pieces,Mother Sparsh Baby,Diapering,Baby Wipes,Pack Of 1 ,225.0,22.0,175.0,0.0,5430,4.61,1583,FirstCry,diapering
"New Mamypoko Pants Premium All Night Absorb| Pant Style Baby Diapers Medium Size(M), 46 Count, Ideal for 7-12Kgs",MamyPoko,Diapering,Baby Diapers,M,599.0,33.0,403.31,8.77,535,4.22,1619,FirstCry,diapering
BABY FOREST Neer 99.9% Water Baby Wipes 72 Wipes Each - Pack of 4,BABY FOREST,Diapering,Baby Wipes,Pack of 4,1796.0,39.0,1095.56,0.0,64,4.49,11,FirstCry,diapering
Bambo Nature Eco Friendly Pant Diapers with Wetness Indicator XL Size Pack Of 3 - 57 Pieces,Bambo Nature,Diapering,Baby Diapers,XL,3597.0,4.0,3453.12,60.58,1027,4.5,0,FirstCry,diapering
Bambo Nature ECO Pant Style Diapers Extra Large - 38 Pieces,Bambo Nature,Diapering,Baby Diapers,XL,2390.0,3.0,2318.3,61.01,28,4.5,0,FirstCry,diapering
MamyPoko Extra Absorb Pant Style Diapers Medium - 12 Pieces,MamyPoko,Diapering,Baby Diapers,Medium,187.0,29.0,133.44,11.12,17030,4.41,1381,FirstCry,diapering
Teddyy Easy Diaper Pants with Rash Protection and 3x Faster absorption Technology - S  (78 Pieces),Teddyy,Diapering,Baby Diapers,Small,949.0,47.0,498.98,6.4,79,3.82,571,FirstCry,diapering
"R for Rabbit Waterproof Quick Dry Sheet for Baby | Anti-Piling Fleece Breatheable Fabric Extra Absorbent Instant Dry Baby Bed/Cot Protector Mat (Size-M,Green-Grey,Pack Of 2 Combo)",R for Rabbit,Diapering,Diaper Changing Pads/Mats,L 100 x B 70 cm,756.0,16.0,635.12,0.0,136,4.63,14,FirstCry,diapering
Bambo Nature Eco Friendly Tape Diapers with Wetness Indicator XS Size Pack Of 3 - 66 Pieces,Bambo Nature,Diapering,Baby Diapers,XS,2697.0,4.0,2589.12,39.23,1882,4.74,1,FirstCry,diapering
Bambo Nature ECO Pant Style Diapers XXL - 38 Pieces,Bambo Nature,Diapering,Baby Diapers,XXL,2290.0,3.0,2221.3,58.46,102,4.1,0,FirstCry,diapering
Babyhug Pro Bubble Care Premium Pant Style Diapers Double Extra Large (XXL) Size - 15 Pieces - New & Improved Superior Fit,Babyhug,Diapering,Baby Diapers,XXL,670.0,35.0,435.5,29.03,5134,4.27,3330,FirstCry,diapering
Mee Mee Caring Baby Wet Wipes with Aloe Vera Pack of 5 - 360 Pieces,Mee Mee,Diapering,Baby Wipes,360 Pieces,495.0,26.0,363.92,0.0,411,4.35,68,FirstCry,diapering
SuperBottoms First Love Premium DryFeel Langot for 0-9M Babies | 100% Cotton Padding | Bummy World | Pack of 3 | 5-10kg | Size L,SuperBottoms,Diapering,Cloth Diapers/ Nappies,5-10kg,597.0,21.0,469.0,0.0,545,4.14,72,FirstCry,diapering
"Babyhug 100% Interlock Cotton Double Layer Nappy Rabbit, Rainbow and Flower Print Pack of 6 - Extra Small Size| Machine Washable| Soft & Skin Friendly| Tie Knot Style",Babyhug,Diapering,Cloth Diapers/ Nappies,0-3M,579.0,36.0,370.56,0.0,115,4.39,10,FirstCry,diapering
"LuvLap Pant Style Baby Diapers, Large (LG), 9-14Kg, Pack of 2 (124 Pants), Aloe Vera Lotion, 12hr Protection, White",LuvLap,Diapering,Baby Diapers,Large,1898.0,33.0,1272.99,10.27,39,4.15,246,FirstCry,diapering
MamyPoko Extra Absorb Pant Style Diapers Large - 10 Pieces,MamyPoko,Diapering,Baby Diapers,Large,187.0,29.0,133.44,13.34,1140,4.41,1381,FirstCry,diapering
Huggies Natural Soft Premium Tape Diapers Small (S) Size 4-8 kgs 30 Count Our No.1 Soft Taped Diaper with Cloud Soft Bed & Runny Poo Absorption,Huggies,Diapering,Baby Diapers,Small,549.0,28.0,395.39,13.18,895,4.48,150,FirstCry,diapering
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | Newborn Size, 24 Diapers",Huggies,Diapering,Baby Diapers,New Born,233.0,27.0,170.74,7.11,146,4.2,7501,FirstCry,diapering
SuperBottoms Padded Underwear for 1-2Y Babies | Potty Training Pants with Dry Feel Layer Inside | Bummy World | Pack of 3 | Size 1,SuperBottoms,Diapering,Cloth Diapers/ Nappies,1-2Y,899.0,11.0,799.03,0.0,600,3.57,22,FirstCry,diapering
Babyhug Free Size Reusable Cloth Diaper With Inserts & Contrast Flap Pack of 3 - Pink & Orange,Babyhug,Diapering,Cloth Diapers/ Nappies,3 to 24 M,1199.0,43.0,683.43,0.0,545,3.36,101,FirstCry,diapering
SuperBottoms BASIC Langot 100% Pure Cotton Extra Soft & Breathable for 0-6 months Babies - Pack of 6 | Size L,SuperBottoms,Diapering,Cloth Diapers/ Nappies,Pack of 6,399.0,25.0,299.01,0.0,38,3.94,36,FirstCry,diapering
SuperBottoms Padded Underwear for 9-12M Babies | Potty Training Pants for Mess-Free Diaper-Free Time | Assorted 2 | Pack of 6,SuperBottoms,Diapering,Cloth Diapers/ Nappies,9-12M,1798.0,14.0,1548.98,0.0,239,3.63,56,FirstCry,diapering
"Babyhug 100% Interlock Cotton Reusable Printed Cloth Nappies with Velcro Closure Pack of 6 Rabbit, Rainbow and Flower Print  Small Size| Machine Washable| Soft & Skin Friendly",Babyhug,Diapering,Cloth Diapers/ Nappies,0-6M,799.0,31.0,551.31,0.0,988,3.95,10,FirstCry,diapering
"LuvLap 2-in-1 Potty Training Seat for 1+ Year Child, Detachable Potty Bowl, Suitable for Boys & Girls (Orange & Yellow), Plastic",LuvLap,Diapering,Potty Training,37 x 33 x 28 cm,735.0,10.0,659.0,0.0,491,4.28,68,FirstCry,diapering
Bambo Nature Pant Diapers with Wetness Indicator Large Size - 20 Pieces,Bambo Nature,Diapering,Baby Diapers,Large,1199.0,2.0,1175.02,58.75,66,4.47,0,FirstCry,diapering
Teddyy Baby Easy Pant Diapers Double Extra Large 42 Diapers (Pack of 1)  15-25 kgs,Teddyy,Diapering,Baby Diapers,XXL,949.0,47.0,498.98,11.88,98,4.07,28,FirstCry,diapering
"Pampers Complete Skin Comfort Pants (MD) 40 Count, 7-12kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,Medium,749.0,1.0,745.03,18.63,69,4.24,6996,FirstCry,diapering
Babyhug Multi Purpose Baby Mat With Rainy Day Theme Print Set Of 3 Diaper changing Mats + 1 Waterproof sheet - Light Beige,Babyhug,Diapering,Diaper Changing Pads/Mats,60 x 45 cm,979.0,33.0,655.93,0.0,21,4.2,15,FirstCry,diapering
"MamyPoko Pants Extra Absorb Baby Diapers, Extra Extra Large (XXL size) | 15-25 kg | 34 Count |Deep Sleep Diapers| Soft gentle fit |Deep Absorbent Crisscross | skin friendly with coconut oil |",MamyPoko,Diapering,Baby Diapers,XXL,937.0,20.0,745.57,21.93,29,4.41,1381,FirstCry,diapering
Babyhug Smart Dry Bed Protector Sheet Small - Pista Green,Babyhug,Diapering,Diaper Changing Pads/Mats,Small,189.0,38.0,117.18,0.0,2869,4.39,2274,FirstCry,diapering
Pampers Happy Sleep Pant Style Baby Diapers Extra Large (XL) - 50 Count,Pampers,Diapering,Baby Diapers,Extra Large,929.0,30.0,645.93,12.92,2,5.0,0,FirstCry,diapering
Pampers Taped Diapers Medium - 66 Pieces,Pampers,Diapering,Baby Diapers,Medium,1217.0,8.0,1119.64,16.96,112,4.16,845,FirstCry,diapering
Babyhug Muslin Cloth Nappy Set of 5 Extra Small - Multicolor Printed,Babyhug,Diapering,Cloth Diapers/ Nappies,Extra Small,549.0,33.0,367.83,0.0,8257,4.27,160,FirstCry,diapering
"LuvLap 2-in-1 Potty Training Seat for 1+ Year Child, Detachable Potty Bowl, Suitable for Boys & Girls (Rose & Blue), Plastic",LuvLap,Diapering,Potty Training,37 x 33 x 28 cm,735.0,10.0,659.0,0.0,1092,4.28,68,FirstCry,diapering
"New Mamypoko Pants Premium All Night Absorb| Pant Style Baby Diapers New Born Size(XS), 62 Count, Ideal for up to 5Kgs",MamyPoko,Diapering,Baby Diapers,NB,599.0,33.0,403.31,6.5,330,4.22,1619,FirstCry,diapering
R for Rabbit XS New born Premium Feather Diaper nb Taped Size for Baby 0 to 5 kgs (22 Pack Offer),R for Rabbit,Diapering,Baby Diapers,Extra Small,495.0,20.0,394.02,17.91,227,4.37,123,FirstCry,diapering
Himalaya Babycare Nature Touch Water Unscented Baby Wipes Pack of 3 - 72 pieces each,Himalaya Babycare,Diapering,Baby Wipes,Pack of 3,750.0,0.0,750.0,0.0,70,4.12,10,FirstCry,diapering
Babyhug Pro Bubble Care Premium Tape Style Diaper Large - 23 Pieces - New & Improved Superior Fit,Babyhug,Diapering,Baby Diapers,Large (L),655.0,39.0,398.63,17.33,6123,4.32,1895,FirstCry,diapering
"R for Rabbit Minimo Teddy Potty Seat for Kids Anti Slip BPA Free with Soft Cushion, Universal Fit Portable Potty Training Seat for Infant Weight Up to 40Kgs 1 to 7 Years (Purple Green)",R for Rabbit,Diapering,Potty Training,L 32.5 x B 36.5 x H 21 cm,999.0,19.0,807.99,0.0,333,4.22,16,FirstCry,diapering
MamyPoko Premium Pant Style Diaper Extra Large (XL) - 34 Pieces,MamyPoko,Diapering,Baby Diapers,XL,599.0,33.0,403.31,11.86,892,4.22,1619,FirstCry,diapering
"SuperBottoms BASIC Reusable Cloth Diaper for 3M-3Y Babies| Freesize Adjustable, Washable and Reusable Cloth Diaper for babies | Shell with insert | Pack of 2 | Fits 5-17 kg",SuperBottoms,Diapering,Cloth Diapers/ Nappies,Pack of 2,1498.0,68.0,479.06,0.0,1077,3.8,75,FirstCry,diapering
Babyhug Premium 98% Water Baby Wet Wipes with Moisturising Aloe Vera Travel Pack - 30 Pieces,Babyhug,Diapering,Baby Wipes,Without Lid,50.0,17.0,41.33,0.0,12840,4.33,3012,FirstCry,diapering
"LuvLap Supreme Diaper Pants Large (LG) 9-14kg, 62pcs, Aloe Vera, Rash Prevention, 12hr Protection, 5 Layer, Super Light Core, White",LuvLap,Diapering,Baby Diapers,Large,1599.0,44.0,889.04,14.34,75,4.32,91,FirstCry,diapering
"Huggies Natural Soft Premium Overnight pants L 34X2 Combo | Premium Pant Style Baby Diapers Large Size (L Size | 9-14 Kgs), 68 count| Keeps baby dry all night with cloud softness all over",Huggies,Diapering,Baby Diapers,Large,1798.0,31.0,1245.12,18.31,69,4.43,272,FirstCry,diapering
Little Angel Easy Dry Pull-Up Diaper Pants Double Extra Large - 42 Pieces,Little Angel,Diapering,Baby Diapers,XXL,1029.0,47.0,548.97,13.07,63,4.15,50,FirstCry,diapering
R For Rabbit Feather Tape Style Diaper with Fast Absorption Technology Size Small  - Pack of 26,R for Rabbit,Diapering,Baby Diapers,Small,693.0,22.0,539.99,20.77,813,4.37,123,FirstCry,diapering
"LuvLap Moisturising Wipes with Aloe Vera Lid, Paraben-Free, Soft & Thick Baby Wipes, 72/Pack, Pack of 3  Green",LuvLap,Diapering,Baby Wipes,72 Pieces Each,345.0,38.0,215.0,0.0,1442,4.42,110,FirstCry,diapering
Huggies Natural Soft Premium Baby Diaper Pants Small - 46 Pieces,Huggies,Diapering,Baby Diapers,Small,795.0,31.0,544.97,11.85,346,4.32,1666,FirstCry,diapering
